"","id","nct_id","result_group_id","ctgov_group_code","time_frame","event_type","default_vocab","default_assessment","subjects_affected","subjects_at_risk","description","event_count","organ_system","adverse_event_term","frequency_threshold","vocab","assessment"
"346",576416372,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Gastrointestinal Tract Adenoma",5,"MedDRA 14.0","Systematic Assessment"
"347",576416373,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Glioblastoma",5,"MedDRA 14.0","Systematic Assessment"
"348",576416374,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Glioblastoma",5,"MedDRA 14.0","Systematic Assessment"
"349",576416375,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Hepatic Neoplasm Malignant",5,"MedDRA 14.0","Systematic Assessment"
"350",576416376,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Hepatic Neoplasm Malignant",5,"MedDRA 14.0","Systematic Assessment"
"351",576416377,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Lung Neoplasm Malignant",5,"MedDRA 14.0","Systematic Assessment"
"352",576416378,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Lung Neoplasm Malignant",5,"MedDRA 14.0","Systematic Assessment"
"353",576416379,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Malignant Melanoma",5,"MedDRA 14.0","Systematic Assessment"
"354",576416380,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Malignant Melanoma",5,"MedDRA 14.0","Systematic Assessment"
"355",576416381,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Myelodysplastic Syndrome",5,"MedDRA 14.0","Systematic Assessment"
"356",576416382,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Myelodysplastic Syndrome",5,"MedDRA 14.0","Systematic Assessment"
"357",576416383,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Neuroendocrine Carcinoma",5,"MedDRA 14.0","Systematic Assessment"
"358",576416384,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Neuroendocrine Carcinoma",5,"MedDRA 14.0","Systematic Assessment"
"359",576416385,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Pancreatic Carcinoma",5,"MedDRA 14.0","Systematic Assessment"
"360",576416386,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Pancreatic Carcinoma",5,"MedDRA 14.0","Systematic Assessment"
"361",576416387,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Pancreatic Carcinoma Metastatic",5,"MedDRA 14.0","Systematic Assessment"
"362",576416388,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Pancreatic Carcinoma Metastatic",5,"MedDRA 14.0","Systematic Assessment"
"363",576416389,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Porocarcinoma",5,"MedDRA 14.0","Systematic Assessment"
"364",576416390,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Porocarcinoma",5,"MedDRA 14.0","Systematic Assessment"
"365",576416391,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Renal Neoplasm",5,"MedDRA 14.0","Systematic Assessment"
"366",576416392,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Renal Neoplasm",5,"MedDRA 14.0","Systematic Assessment"
"367",576416393,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Small Cell Lung Cancer Stage Unspecified",5,"MedDRA 14.0","Systematic Assessment"
"368",576416394,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Small Cell Lung Cancer Stage Unspecified",5,"MedDRA 14.0","Systematic Assessment"
"369",576416395,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Transitional Cell Carcinoma",5,"MedDRA 14.0","Systematic Assessment"
"370",576416396,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Transitional Cell Carcinoma",5,"MedDRA 14.0","Systematic Assessment"
"371",576416397,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Nervous system disorders","Cerebrovascular Accident",5,"MedDRA 14.0","Systematic Assessment"
"372",576416398,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Nervous system disorders","Cerebrovascular Accident",5,"MedDRA 14.0","Systematic Assessment"
"373",576416399,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Nervous system disorders","Dizziness",5,"MedDRA 14.0","Systematic Assessment"
"374",576416400,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Nervous system disorders","Dizziness",5,"MedDRA 14.0","Systematic Assessment"
"375",576416401,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Nervous system disorders","Ischaemic Stroke",5,"MedDRA 14.0","Systematic Assessment"
"376",576416402,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,2,712,NA,NA,"Nervous system disorders","Ischaemic Stroke",5,"MedDRA 14.0","Systematic Assessment"
"377",576416403,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Nervous system disorders","Syncope",5,"MedDRA 14.0","Systematic Assessment"
"378",576416404,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Nervous system disorders","Syncope",5,"MedDRA 14.0","Systematic Assessment"
"379",576416405,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Nervous system disorders","Transient Ischaemic Attack",5,"MedDRA 14.0","Systematic Assessment"
"380",576416406,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Nervous system disorders","Transient Ischaemic Attack",5,"MedDRA 14.0","Systematic Assessment"
"381",576416407,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Nervous system disorders","Brain Stem Stroke",5,"MedDRA 14.0","Systematic Assessment"
"382",576416408,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Nervous system disorders","Brain Stem Stroke",5,"MedDRA 14.0","Systematic Assessment"
"383",576416409,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Nervous system disorders","Cerebellar Haemorrhage",5,"MedDRA 14.0","Systematic Assessment"
"384",576416410,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Nervous system disorders","Cerebellar Haemorrhage",5,"MedDRA 14.0","Systematic Assessment"
"385",576416411,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Nervous system disorders","Cerebral Haemorrhage",5,"MedDRA 14.0","Systematic Assessment"
"386",576416412,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Nervous system disorders","Cerebral Haemorrhage",5,"MedDRA 14.0","Systematic Assessment"
"387",576416413,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Nervous system disorders","Cerebral Infarction",5,"MedDRA 14.0","Systematic Assessment"
"388",576416414,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Nervous system disorders","Cerebral Infarction",5,"MedDRA 14.0","Systematic Assessment"
"389",576416415,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Nervous system disorders","Cerebral Ischaemia",5,"MedDRA 14.0","Systematic Assessment"
"390",576416416,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Nervous system disorders","Cerebral Ischaemia",5,"MedDRA 14.0","Systematic Assessment"
"391",576416417,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Nervous system disorders","Cerebrovascular Disorder",5,"MedDRA 14.0","Systematic Assessment"
"392",576416418,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Nervous system disorders","Cerebrovascular Disorder",5,"MedDRA 14.0","Systematic Assessment"
"393",576416419,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Nervous system disorders","Cerebrovascular Insufficiency",5,"MedDRA 14.0","Systematic Assessment"
"394",576416420,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Nervous system disorders","Cerebrovascular Insufficiency",5,"MedDRA 14.0","Systematic Assessment"
"395",576416421,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Nervous system disorders","Leukoencephalopathy",5,"MedDRA 14.0","Systematic Assessment"
"396",576416422,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Nervous system disorders","Leukoencephalopathy",5,"MedDRA 14.0","Systematic Assessment"
"397",576416423,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Nervous system disorders","Parkinsonism",5,"MedDRA 14.0","Systematic Assessment"
"398",576416424,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Nervous system disorders","Parkinsonism",5,"MedDRA 14.0","Systematic Assessment"
"399",576416425,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Nervous system disorders","Subarachnoid Haemorrhage",5,"MedDRA 14.0","Systematic Assessment"
"400",576416426,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Nervous system disorders","Subarachnoid Haemorrhage",5,"MedDRA 14.0","Systematic Assessment"
"401",576416427,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Psychiatric disorders","Completed Suicide",5,"MedDRA 14.0","Systematic Assessment"
"402",576416428,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Psychiatric disorders","Completed Suicide",5,"MedDRA 14.0","Systematic Assessment"
"403",576416429,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Psychiatric disorders","Delirium",5,"MedDRA 14.0","Systematic Assessment"
"404",576416430,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Psychiatric disorders","Delirium",5,"MedDRA 14.0","Systematic Assessment"
"405",576416431,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Psychiatric disorders","Suicidal Ideation",5,"MedDRA 14.0","Systematic Assessment"
"406",576416432,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Psychiatric disorders","Suicidal Ideation",5,"MedDRA 14.0","Systematic Assessment"
"407",576416433,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Renal and urinary disorders","Hydronephrosis",5,"MedDRA 14.0","Systematic Assessment"
"408",576416434,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,7,712,NA,NA,"Renal and urinary disorders","Hydronephrosis",5,"MedDRA 14.0","Systematic Assessment"
"409",576416435,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,5,703,NA,NA,"Renal and urinary disorders","Renal Failure Acute",5,"MedDRA 14.0","Systematic Assessment"
"410",576416436,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,2,712,NA,NA,"Renal and urinary disorders","Renal Failure Acute",5,"MedDRA 14.0","Systematic Assessment"
"411",576416437,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,3,703,NA,NA,"Renal and urinary disorders","Calculus Ureteric",5,"MedDRA 14.0","Systematic Assessment"
"412",576416438,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Renal and urinary disorders","Calculus Ureteric",5,"MedDRA 14.0","Systematic Assessment"
"413",576416439,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Renal and urinary disorders","Renal Failure",5,"MedDRA 14.0","Systematic Assessment"
"414",576416440,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,3,712,NA,NA,"Renal and urinary disorders","Renal Failure",5,"MedDRA 14.0","Systematic Assessment"
"415",576416441,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Renal and urinary disorders","Urinary Tract Obstruction",5,"MedDRA 14.0","Systematic Assessment"
"416",576416442,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,3,712,NA,NA,"Renal and urinary disorders","Urinary Tract Obstruction",5,"MedDRA 14.0","Systematic Assessment"
"417",576416443,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Renal and urinary disorders","Haematuria",5,"MedDRA 14.0","Systematic Assessment"
"418",576416444,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,2,712,NA,NA,"Renal and urinary disorders","Haematuria",5,"MedDRA 14.0","Systematic Assessment"
"419",576416445,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Renal and urinary disorders","Renal Impairment",5,"MedDRA 14.0","Systematic Assessment"
"420",576416446,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Renal and urinary disorders","Renal Impairment",5,"MedDRA 14.0","Systematic Assessment"
"421",576416447,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Renal and urinary disorders","Urinary Retention",5,"MedDRA 14.0","Systematic Assessment"
"422",576416448,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Renal and urinary disorders","Urinary Retention",5,"MedDRA 14.0","Systematic Assessment"
"423",576416449,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Renal and urinary disorders","Azotaemia",5,"MedDRA 14.0","Systematic Assessment"
"424",576416450,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Renal and urinary disorders","Azotaemia",5,"MedDRA 14.0","Systematic Assessment"
"425",576416451,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Renal and urinary disorders","Bladder Stenosis",5,"MedDRA 14.0","Systematic Assessment"
"426",576416452,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Renal and urinary disorders","Bladder Stenosis",5,"MedDRA 14.0","Systematic Assessment"
"427",576416453,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Renal and urinary disorders","Calculus Bladder",5,"MedDRA 14.0","Systematic Assessment"
"428",576416454,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Renal and urinary disorders","Calculus Bladder",5,"MedDRA 14.0","Systematic Assessment"
"429",576416455,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Renal and urinary disorders","Calculus Urinary",5,"MedDRA 14.0","Systematic Assessment"
"430",576416456,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Renal and urinary disorders","Calculus Urinary",5,"MedDRA 14.0","Systematic Assessment"
"431",576416457,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Renal and urinary disorders","Cystitis Haemorrhagic",5,"MedDRA 14.0","Systematic Assessment"
"432",576416458,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Renal and urinary disorders","Cystitis Haemorrhagic",5,"MedDRA 14.0","Systematic Assessment"
"433",576416459,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Renal and urinary disorders","Renal Disorder",5,"MedDRA 14.0","Systematic Assessment"
"434",576416460,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Renal and urinary disorders","Renal Disorder",5,"MedDRA 14.0","Systematic Assessment"
"435",576416461,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Renal and urinary disorders","Urethral Stenosis",5,"MedDRA 14.0","Systematic Assessment"
"436",576416462,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Renal and urinary disorders","Urethral Stenosis",5,"MedDRA 14.0","Systematic Assessment"
"437",576416463,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Reproductive system and breast disorders","Benign Prostatic Hyperplasia",5,"MedDRA 14.0","Systematic Assessment"
"438",576416464,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Reproductive system and breast disorders","Benign Prostatic Hyperplasia",5,"MedDRA 14.0","Systematic Assessment"
"439",576416465,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Reproductive system and breast disorders","Calculus Prostatic",5,"MedDRA 14.0","Systematic Assessment"
"440",576416466,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Reproductive system and breast disorders","Calculus Prostatic",5,"MedDRA 14.0","Systematic Assessment"
"441",576416467,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Reproductive system and breast disorders","Pelvic Haematoma",5,"MedDRA 14.0","Systematic Assessment"
"442",576416468,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Reproductive system and breast disorders","Pelvic Haematoma",5,"MedDRA 14.0","Systematic Assessment"
"443",576416469,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Reproductive system and breast disorders","Prostatic Haemorrhage",5,"MedDRA 14.0","Systematic Assessment"
"444",576416470,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Reproductive system and breast disorders","Prostatic Haemorrhage",5,"MedDRA 14.0","Systematic Assessment"
"445",576416471,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,3,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pulmonary Embolism",5,"MedDRA 14.0","Systematic Assessment"
"446",576416472,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,4,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pulmonary Embolism",5,"MedDRA 14.0","Systematic Assessment"
"447",576416473,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,3,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Chronic Obstructive Pulmonary Disease",5,"MedDRA 14.0","Systematic Assessment"
"448",576416474,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Chronic Obstructive Pulmonary Disease",5,"MedDRA 14.0","Systematic Assessment"
"449",576416475,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,3,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Dyspnoea",5,"MedDRA 14.0","Systematic Assessment"
"450",576416476,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Dyspnoea",5,"MedDRA 14.0","Systematic Assessment"
"451",576416477,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Emphysema",5,"MedDRA 14.0","Systematic Assessment"
"452",576416478,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Emphysema",5,"MedDRA 14.0","Systematic Assessment"
"453",576416479,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pleural Effusion",5,"MedDRA 14.0","Systematic Assessment"
"454",576416480,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pleural Effusion",5,"MedDRA 14.0","Systematic Assessment"
"455",576416481,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Asthma",5,"MedDRA 14.0","Systematic Assessment"
"456",576416482,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Asthma",5,"MedDRA 14.0","Systematic Assessment"
"457",576416483,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Epistaxis",5,"MedDRA 14.0","Systematic Assessment"
"458",576416484,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Epistaxis",5,"MedDRA 14.0","Systematic Assessment"
"459",576416485,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Lung Consolidation",5,"MedDRA 14.0","Systematic Assessment"
"460",576416486,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Lung Consolidation",5,"MedDRA 14.0","Systematic Assessment"
"461",576416487,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pneumonia Aspiration",5,"MedDRA 14.0","Systematic Assessment"
"462",576416488,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pneumonia Aspiration",5,"MedDRA 14.0","Systematic Assessment"
"463",576416489,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pneumothorax",5,"MedDRA 14.0","Systematic Assessment"
"464",576416490,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pneumothorax",5,"MedDRA 14.0","Systematic Assessment"
"465",576416491,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pulmonary Hypertension",5,"MedDRA 14.0","Systematic Assessment"
"466",576416492,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pulmonary Hypertension",5,"MedDRA 14.0","Systematic Assessment"
"467",576416493,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pulmonary Infarction",5,"MedDRA 14.0","Systematic Assessment"
"468",576416494,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Pulmonary Infarction",5,"MedDRA 14.0","Systematic Assessment"
"469",576416495,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Respiratory, thoracic and mediastinal disorders","Sleep Apnoea Syndrome",5,"MedDRA 14.0","Systematic Assessment"
"470",576416496,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Respiratory, thoracic and mediastinal disorders","Sleep Apnoea Syndrome",5,"MedDRA 14.0","Systematic Assessment"
"471",576416497,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Skin and subcutaneous tissue disorders","Angioedema",5,"MedDRA 14.0","Systematic Assessment"
"472",576416498,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Skin and subcutaneous tissue disorders","Angioedema",5,"MedDRA 14.0","Systematic Assessment"
"473",576416499,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Skin and subcutaneous tissue disorders","Peau D'orange",5,"MedDRA 14.0","Systematic Assessment"
"474",576416500,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Skin and subcutaneous tissue disorders","Peau D'orange",5,"MedDRA 14.0","Systematic Assessment"
"475",576416501,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,2,703,NA,NA,"Vascular disorders","Deep Vein Thrombosis",5,"MedDRA 14.0","Systematic Assessment"
"476",576416502,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,3,712,NA,NA,"Vascular disorders","Deep Vein Thrombosis",5,"MedDRA 14.0","Systematic Assessment"
"477",576416503,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Vascular disorders","Aortic Aneurysm",5,"MedDRA 14.0","Systematic Assessment"
"478",576416504,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Vascular disorders","Aortic Aneurysm",5,"MedDRA 14.0","Systematic Assessment"
"479",576416505,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Vascular disorders","Arterial Stenosis",5,"MedDRA 14.0","Systematic Assessment"
"480",576416506,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Vascular disorders","Arterial Stenosis",5,"MedDRA 14.0","Systematic Assessment"
"481",576416507,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Vascular disorders","Arteritis",5,"MedDRA 14.0","Systematic Assessment"
"482",576416508,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Vascular disorders","Arteritis",5,"MedDRA 14.0","Systematic Assessment"
"483",576416509,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,1,703,NA,NA,"Vascular disorders","Femoral Arterial Stenosis",5,"MedDRA 14.0","Systematic Assessment"
"484",576416510,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,0,712,NA,NA,"Vascular disorders","Femoral Arterial Stenosis",5,"MedDRA 14.0","Systematic Assessment"
"485",576416511,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Vascular disorders","Iliac Artery Occlusion",5,"MedDRA 14.0","Systematic Assessment"
"486",576416512,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Vascular disorders","Iliac Artery Occlusion",5,"MedDRA 14.0","Systematic Assessment"
"487",576416513,"NCT00626548",60042164,"EG000",NA,"serious",NA,NA,0,703,NA,NA,"Vascular disorders","Intermittent Claudication",5,"MedDRA 14.0","Systematic Assessment"
"488",576416514,"NCT00626548",60042165,"EG001",NA,"serious",NA,NA,1,712,NA,NA,"Vascular disorders","Intermittent Claudication",5,"MedDRA 14.0","Systematic Assessment"
