,euctr_id,title,reg_date,other_id,field,provenance
1147,2006-006088-22, Prospective multicenter phase III clinical trial using cytoreductive surgery with hyperthermic intraoperative chemotherapy (HIPEC) ,14-02-2011,NCT02158988,US NCT number,results
1148,2006-006088-22, Prospective multicenter phase III clinical trial using cytoreductive surgery with hyperthermic intraoperative chemotherapy (HIPEC) ,14-02-2011,NA,ISRCTN number,results
1149,2006-006091-38," Randomisierte Phase II Screeningstudie zum Einsatz einer TP/TPF-Chemotherapie (Kurzinduktion) vor TP/TPF-Induktion, Radiotherapie mit und ohne Cetuximab in der Primärtherapie des nur durch Laryngektomie operablen Larynx-/Hypopharynxkarzinoms",10-04-2007,NA,US NCT number,protocol
1150,2006-006091-38," Randomisierte Phase II Screeningstudie zum Einsatz einer TP/TPF-Chemotherapie (Kurzinduktion) vor TP/TPF-Induktion, Radiotherapie mit und ohne Cetuximab in der Primärtherapie des nur durch Laryngektomie operablen Larynx-/Hypopharynxkarzinoms",10-04-2007,NA,other,protocol
1151,2006-006091-38," Randomisierte Phase II Screeningstudie zum Einsatz einer TP/TPF-Chemotherapie (Kurzinduktion) vor TP/TPF-Induktion, Radiotherapie mit und ohne Cetuximab in der Primärtherapie des nur durch Laryngektomie operablen Larynx-/Hypopharynxkarzinoms",10-04-2007,NA,US NCT number,results
1152,2006-006091-38," Randomisierte Phase II Screeningstudie zum Einsatz einer TP/TPF-Chemotherapie (Kurzinduktion) vor TP/TPF-Induktion, Radiotherapie mit und ohne Cetuximab in der Primärtherapie des nur durch Laryngektomie operablen Larynx-/Hypopharynxkarzinoms",10-04-2007,NA,ISRCTN number,results
1153,2006-006137-41," Prospective, randomized, open, 2-arm national multi-center study to ",26-03-2007,NA,US NCT number,protocol
1154,2006-006137-41," Prospective, randomized, open, 2-arm national multi-center study to ",26-03-2007,NA,other,protocol
1155,2006-006137-41," Prospective, randomized, open, 2-arm national multi-center study to ",26-03-2007,NA,US NCT number,results
1156,2006-006137-41," Prospective, randomized, open, 2-arm national multi-center study to ",26-03-2007,NA,ISRCTN number,results
1157,2006-006166-42," Exelon bei dementiellem Syndrom bei Patienten mit Progressiver Supranukleärer Parese -	offene, prospektive Phase II-Studie -",02-01-2007,NA,US NCT number,protocol
1158,2006-006166-42," Exelon bei dementiellem Syndrom bei Patienten mit Progressiver Supranukleärer Parese -	offene, prospektive Phase II-Studie -",02-01-2007,NA,other,protocol
1159,2006-006166-42," Exelon bei dementiellem Syndrom bei Patienten mit Progressiver Supranukleärer Parese -	offene, prospektive Phase II-Studie -",02-01-2007,NA,US NCT number,results
1160,2006-006166-42," Exelon bei dementiellem Syndrom bei Patienten mit Progressiver Supranukleärer Parese -	offene, prospektive Phase II-Studie -",02-01-2007,NA,ISRCTN number,results
1161,2006-006180-23," Einfluss einer Vitamin D-Substitution auf die Insulinresistenz, die Stoffwechseleinstellung und die Lymphozytenfunktion bei Patienten mit Typ 2 Diabetes mellitus",03-04-2007,NA,US NCT number,protocol
1162,2006-006180-23," Einfluss einer Vitamin D-Substitution auf die Insulinresistenz, die Stoffwechseleinstellung und die Lymphozytenfunktion bei Patienten mit Typ 2 Diabetes mellitus",03-04-2007,NA,other,protocol
1163,2006-006180-23," Einfluss einer Vitamin D-Substitution auf die Insulinresistenz, die Stoffwechseleinstellung und die Lymphozytenfunktion bei Patienten mit Typ 2 Diabetes mellitus",03-04-2007,NA,US NCT number,results
1164,2006-006180-23," Einfluss einer Vitamin D-Substitution auf die Insulinresistenz, die Stoffwechseleinstellung und die Lymphozytenfunktion bei Patienten mit Typ 2 Diabetes mellitus",03-04-2007,NA,ISRCTN number,results
1165,2006-006231-49," Ranibizumab in choroidal neovascularization (CNV) due to Pseudoxanthoma elasticum (PXE, Groenblad-Strandberg Syndrome) ",06-03-2007,NA,US NCT number,protocol
1166,2006-006231-49," Ranibizumab in choroidal neovascularization (CNV) due to Pseudoxanthoma elasticum (PXE, Groenblad-Strandberg Syndrome) ",06-03-2007,NA,other,protocol
1167,2006-006231-49," Ranibizumab in choroidal neovascularization (CNV) due to Pseudoxanthoma elasticum (PXE, Groenblad-Strandberg Syndrome) ",06-03-2007,NA,US NCT number,results
1168,2006-006231-49," Ranibizumab in choroidal neovascularization (CNV) due to Pseudoxanthoma elasticum (PXE, Groenblad-Strandberg Syndrome) ",06-03-2007,NA,ISRCTN number,results
1169,2006-006233-40," Ranibizumab in idiopathic macular telangiectasia, type2 ",06-03-2007,NA,US NCT number,protocol
1170,2006-006233-40," Ranibizumab in idiopathic macular telangiectasia, type2 ",06-03-2007,NA,other,protocol
1171,2006-006233-40," Ranibizumab in idiopathic macular telangiectasia, type2 ",06-03-2007,NA,US NCT number,results
1172,2006-006233-40," Ranibizumab in idiopathic macular telangiectasia, type2 ",06-03-2007,NA,ISRCTN number,results
1173,2006-006323-39, Sunphenon (Epigallocatechin-Gallate) in relapsing-remitting multiple sclerosis,05-03-2007,NA,US NCT number,protocol
1174,2006-006323-39, Sunphenon (Epigallocatechin-Gallate) in relapsing-remitting multiple sclerosis,05-03-2007,NA,other,protocol
1175,2006-006323-39, Sunphenon (Epigallocatechin-Gallate) in relapsing-remitting multiple sclerosis,05-03-2007,NA,US NCT number,results
1176,2006-006323-39, Sunphenon (Epigallocatechin-Gallate) in relapsing-remitting multiple sclerosis,05-03-2007,NA,ISRCTN number,results
1177,2006-006384-24, Bestimmung der stimulierten ß-Zell-Kapazität im oralen Nateglinide 50 g Glukose-Toleranz-Test - „Nateglinide-Test“,16-03-2007,NA,US NCT number,protocol
1178,2006-006384-24, Bestimmung der stimulierten ß-Zell-Kapazität im oralen Nateglinide 50 g Glukose-Toleranz-Test - „Nateglinide-Test“,16-03-2007,NA,other,protocol
1179,2006-006384-24, Bestimmung der stimulierten ß-Zell-Kapazität im oralen Nateglinide 50 g Glukose-Toleranz-Test - „Nateglinide-Test“,16-03-2007,NA,US NCT number,results
1180,2006-006384-24, Bestimmung der stimulierten ß-Zell-Kapazität im oralen Nateglinide 50 g Glukose-Toleranz-Test - „Nateglinide-Test“,16-03-2007,NA,ISRCTN number,results
1181,2006-006398-26, Antibiotika versus Ibuprofen zur Therapie unkomplizierter Harnwegsinfekte: Eine Therapie-Pilotstudie in hausärztlichen Praxen,17-08-2007,NA,US NCT number,protocol
1182,2006-006398-26, Antibiotika versus Ibuprofen zur Therapie unkomplizierter Harnwegsinfekte: Eine Therapie-Pilotstudie in hausärztlichen Praxen,17-08-2007,NA,other,protocol
1183,2006-006398-26, Antibiotika versus Ibuprofen zur Therapie unkomplizierter Harnwegsinfekte: Eine Therapie-Pilotstudie in hausärztlichen Praxen,17-08-2007,NA,US NCT number,results
1184,2006-006398-26, Antibiotika versus Ibuprofen zur Therapie unkomplizierter Harnwegsinfekte: Eine Therapie-Pilotstudie in hausärztlichen Praxen,17-08-2007,NA,ISRCTN number,results
1185,2006-006465-16, Pilot trial of recombinant human growth hormone for remyelination in multiple sclerosis,03-05-2007,NA,US NCT number,protocol
1186,2006-006465-16, Pilot trial of recombinant human growth hormone for remyelination in multiple sclerosis,03-05-2007,NA,other,protocol
1187,2006-006465-16, Pilot trial of recombinant human growth hormone for remyelination in multiple sclerosis,03-05-2007,NCT01541605,US NCT number,results
1188,2006-006465-16, Pilot trial of recombinant human growth hormone for remyelination in multiple sclerosis,03-05-2007,NA,ISRCTN number,results
1189,2006-006516-30, Combined systemic an intrathecal chemotherapy with succeeding high dosis chemotherapy and autologous stem cell transplantation of patients with CNS relapses of agressive lymphomas.,18-04-2007,NA,US NCT number,protocol
1190,2006-006516-30, Combined systemic an intrathecal chemotherapy with succeeding high dosis chemotherapy and autologous stem cell transplantation of patients with CNS relapses of agressive lymphomas.,18-04-2007,NA,other,protocol
1191,2006-006516-30, Combined systemic an intrathecal chemotherapy with succeeding high dosis chemotherapy and autologous stem cell transplantation of patients with CNS relapses of agressive lymphomas.,18-04-2007,NA,US NCT number,results
1192,2006-006516-30, Combined systemic an intrathecal chemotherapy with succeeding high dosis chemotherapy and autologous stem cell transplantation of patients with CNS relapses of agressive lymphomas.,18-04-2007,NA,ISRCTN number,results
1193,2006-006566-42, Sorafenib in Resected NSCLC (SIRN) - A Phase II Study to Investigate the Efficacy and Safety of Sorafenib as Adjuvant Treatment following Resection of Non-small Cell Lung Carcinoma (NSCLC) in Patients not eligible for Cisplatin-based Adjuvant Chemotherapy,14-08-2007,NA,US NCT number,protocol
1194,2006-006566-42, Sorafenib in Resected NSCLC (SIRN) - A Phase II Study to Investigate the Efficacy and Safety of Sorafenib as Adjuvant Treatment following Resection of Non-small Cell Lung Carcinoma (NSCLC) in Patients not eligible for Cisplatin-based Adjuvant Chemotherapy,14-08-2007,NA,other,protocol
1195,2006-006566-42, Sorafenib in Resected NSCLC (SIRN) - A Phase II Study to Investigate the Efficacy and Safety of Sorafenib as Adjuvant Treatment following Resection of Non-small Cell Lung Carcinoma (NSCLC) in Patients not eligible for Cisplatin-based Adjuvant Chemotherapy,14-08-2007,NA,US NCT number,results
1196,2006-006566-42, Sorafenib in Resected NSCLC (SIRN) - A Phase II Study to Investigate the Efficacy and Safety of Sorafenib as Adjuvant Treatment following Resection of Non-small Cell Lung Carcinoma (NSCLC) in Patients not eligible for Cisplatin-based Adjuvant Chemotherapy,14-08-2007,NA,ISRCTN number,results
1197,2006-006573-24," Prospective influence of bedtime insulin glargine on mobilization and function of endothelial progenitor cells in patients with type 2 diabetes: a partially double-blind, randomized, three-arm unicenter study",01-02-2007,NA,US NCT number,protocol
1198,2006-006573-24," Prospective influence of bedtime insulin glargine on mobilization and function of endothelial progenitor cells in patients with type 2 diabetes: a partially double-blind, randomized, three-arm unicenter study",01-02-2007,NA,other,protocol
1199,2006-006573-24," Prospective influence of bedtime insulin glargine on mobilization and function of endothelial progenitor cells in patients with type 2 diabetes: a partially double-blind, randomized, three-arm unicenter study",01-02-2007,NA,US NCT number,results
1200,2006-006573-24," Prospective influence of bedtime insulin glargine on mobilization and function of endothelial progenitor cells in patients with type 2 diabetes: a partially double-blind, randomized, three-arm unicenter study",01-02-2007,NA,ISRCTN number,results
1201,2006-006823-38, D-Dimer guided oral anticoagulation therapy for secondary prevention after venous thrombosis,11-05-2007,NA,US NCT number,protocol
1202,2006-006823-38, D-Dimer guided oral anticoagulation therapy for secondary prevention after venous thrombosis,11-05-2007,NA,other,protocol
1203,2006-006823-38, D-Dimer guided oral anticoagulation therapy for secondary prevention after venous thrombosis,11-05-2007,NA,US NCT number,results
1204,2006-006823-38, D-Dimer guided oral anticoagulation therapy for secondary prevention after venous thrombosis,11-05-2007,NA,ISRCTN number,results
1205,2006-006824-20," Monocenter, double blinded, exploratory, randomized, study investigating the influence of Pasireotide on the hormonal activity of Pheochromocytoma – proof of concept study",23-07-2007,NA,US NCT number,protocol
1206,2006-006824-20," Monocenter, double blinded, exploratory, randomized, study investigating the influence of Pasireotide on the hormonal activity of Pheochromocytoma – proof of concept study",23-07-2007,NA,other,protocol
1207,2006-006824-20," Monocenter, double blinded, exploratory, randomized, study investigating the influence of Pasireotide on the hormonal activity of Pheochromocytoma – proof of concept study",23-07-2007,NA,US NCT number,results
1208,2006-006824-20," Monocenter, double blinded, exploratory, randomized, study investigating the influence of Pasireotide on the hormonal activity of Pheochromocytoma – proof of concept study",23-07-2007,NA,ISRCTN number,results
1209,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,US NCT number,protocol
1210,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,other,protocol
1211,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,US NCT number,results
1212,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,ISRCTN number,results
1213,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,US NCT number,protocol
1214,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,other,protocol
1215,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,US NCT number,results
1216,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,ISRCTN number,results
1217,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,US NCT number,protocol
1218,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,other,protocol
1219,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,US NCT number,results
1220,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,ISRCTN number,results
1221,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,US NCT number,protocol
1222,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,other,protocol
1223,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,US NCT number,results
1224,2006-006912-31, Vereidung maschineller Beatmung bei sehr kleinen Frühgeborenen - Avoid mechanical ventilation (The AMV-Trial),25-04-2007,NA,ISRCTN number,results
1225,2006-006957-29, Influence of Duloxetin on C-fiber function and perception of deep somatic pain in major depression,19-04-2007,NA,US NCT number,protocol
1226,2006-006957-29, Influence of Duloxetin on C-fiber function and perception of deep somatic pain in major depression,19-04-2007,NA,other,protocol
1227,2006-006957-29, Influence of Duloxetin on C-fiber function and perception of deep somatic pain in major depression,19-04-2007,NA,US NCT number,results
1228,2006-006957-29, Influence of Duloxetin on C-fiber function and perception of deep somatic pain in major depression,19-04-2007,NA,ISRCTN number,results
1229,2006-006962-41, Dendritic cells as autologous vaccine in patients with chronic myeloid leukemia,13-08-2007,NA,US NCT number,protocol
1230,2006-006962-41, Dendritic cells as autologous vaccine in patients with chronic myeloid leukemia,13-08-2007,NA,other,protocol
1231,2006-006962-41, Dendritic cells as autologous vaccine in patients with chronic myeloid leukemia,13-08-2007,NA,US NCT number,results
1232,2006-006962-41, Dendritic cells as autologous vaccine in patients with chronic myeloid leukemia,13-08-2007,NA,ISRCTN number,results
1233,2006-006984-21," prospective, randomized, open, multicentre trial to assess the influence of empiric antibiotic monotherapy with meropenem (Meronem) versus combination with moxifloxacin (Avalox) on the organ function of patients with severe sepsis and septic shock",02-02-2007,NA,US NCT number,protocol
1234,2006-006984-21," prospective, randomized, open, multicentre trial to assess the influence of empiric antibiotic monotherapy with meropenem (Meronem) versus combination with moxifloxacin (Avalox) on the organ function of patients with severe sepsis and septic shock",02-02-2007,NA,other,protocol
1235,2006-006984-21," prospective, randomized, open, multicentre trial to assess the influence of empiric antibiotic monotherapy with meropenem (Meronem) versus combination with moxifloxacin (Avalox) on the organ function of patients with severe sepsis and septic shock",02-02-2007,NA,US NCT number,results
1236,2006-006984-21," prospective, randomized, open, multicentre trial to assess the influence of empiric antibiotic monotherapy with meropenem (Meronem) versus combination with moxifloxacin (Avalox) on the organ function of patients with severe sepsis and septic shock",02-02-2007,NA,ISRCTN number,results
1237,2006-007036-95," Monocenter, double blinded, exploratory, randomized, study investigating the influence of Pasireotide on the hormonal activity of Prolactinomas - proof of concept study",23-01-2009,NA,US NCT number,protocol
1238,2006-007036-95," Monocenter, double blinded, exploratory, randomized, study investigating the influence of Pasireotide on the hormonal activity of Prolactinomas - proof of concept study",23-01-2009,NA,other,protocol
1239,2006-007036-95," Monocenter, double blinded, exploratory, randomized, study investigating the influence of Pasireotide on the hormonal activity of Prolactinomas - proof of concept study",23-01-2009,NA,US NCT number,results
1240,2006-007036-95," Monocenter, double blinded, exploratory, randomized, study investigating the influence of Pasireotide on the hormonal activity of Prolactinomas - proof of concept study",23-01-2009,NA,ISRCTN number,results
1241,2007-000088-12," A prospective, single-blinded (rater-blinded), randomized, parallel group study of the efficacy of Quetiapine XR in the treatment of patients with Acute Stress Disorder (DSM-VI 308.3)",06-08-2009,NA,US NCT number,protocol
1242,2007-000088-12," A prospective, single-blinded (rater-blinded), randomized, parallel group study of the efficacy of Quetiapine XR in the treatment of patients with Acute Stress Disorder (DSM-VI 308.3)",06-08-2009,NA,other,protocol
1243,2007-000088-12," A prospective, single-blinded (rater-blinded), randomized, parallel group study of the efficacy of Quetiapine XR in the treatment of patients with Acute Stress Disorder (DSM-VI 308.3)",06-08-2009,NA,US NCT number,results
1244,2007-000088-12," A prospective, single-blinded (rater-blinded), randomized, parallel group study of the efficacy of Quetiapine XR in the treatment of patients with Acute Stress Disorder (DSM-VI 308.3)",06-08-2009,NA,ISRCTN number,results
1245,2007-000128-42," International cooperative Phase II trial of the HIT-HGG study group for the treatment of high grade glioma, diffuse intrinsic pontine glioma, and gliomatosis cerebri in children ≥ 3 years and adolescents < 18 years.",02-06-2008,NA,US NCT number,protocol
1246,2007-000128-42," International cooperative Phase II trial of the HIT-HGG study group for the treatment of high grade glioma, diffuse intrinsic pontine glioma, and gliomatosis cerebri in children ≥ 3 years and adolescents < 18 years.",02-06-2008,NA,other,protocol
1247,2007-000128-42," International cooperative Phase II trial of the HIT-HGG study group for the treatment of high grade glioma, diffuse intrinsic pontine glioma, and gliomatosis cerebri in children ≥ 3 years and adolescents < 18 years.",02-06-2008,NA,US NCT number,results
1248,2007-000128-42," International cooperative Phase II trial of the HIT-HGG study group for the treatment of high grade glioma, diffuse intrinsic pontine glioma, and gliomatosis cerebri in children ≥ 3 years and adolescents < 18 years.",02-06-2008,NA,ISRCTN number,results
1249,2007-000224-41, A,12-07-2007,NA,US NCT number,protocol
1250,2007-000224-41, A,12-07-2007,NA,other,protocol
1251,2007-000224-41, A,12-07-2007,NA,US NCT number,results
1252,2007-000224-41, A,12-07-2007,NA,ISRCTN number,results
1253,2007-000233-18, Phase I/II Studie zum Einsatz von Capecitabin und Oxaliplatin (XELOX) in Kombination mit Bevacizumab und Imatinib in der Erstlinientherapie von Patienten mit fortgeschrittenem kolorektalem Karzinom,20-05-2008,NA,US NCT number,protocol
1254,2007-000233-18, Phase I/II Studie zum Einsatz von Capecitabin und Oxaliplatin (XELOX) in Kombination mit Bevacizumab und Imatinib in der Erstlinientherapie von Patienten mit fortgeschrittenem kolorektalem Karzinom,20-05-2008,NA,other,protocol
1255,2007-000233-18, Phase I/II Studie zum Einsatz von Capecitabin und Oxaliplatin (XELOX) in Kombination mit Bevacizumab und Imatinib in der Erstlinientherapie von Patienten mit fortgeschrittenem kolorektalem Karzinom,20-05-2008,NA,US NCT number,results
1256,2007-000233-18, Phase I/II Studie zum Einsatz von Capecitabin und Oxaliplatin (XELOX) in Kombination mit Bevacizumab und Imatinib in der Erstlinientherapie von Patienten mit fortgeschrittenem kolorektalem Karzinom,20-05-2008,NA,ISRCTN number,results
1257,2007-000242-12," Monozentrische, prospektiv durchgeführte Studie zur Untersuchung der Pharmakokinetik von Voriconazol nach einmaliger und wiederholter Gabe von 2x4mg/kg pro Tag bei niereninsuffizienten Patienten mit Geniusdialyse- oder CVVH-Therapie unter besonderer Berücksichtigung einer möglichen Kumulation des Lösungsvermittlers SBECD",14-08-2007,NA,US NCT number,protocol
1258,2007-000242-12," Monozentrische, prospektiv durchgeführte Studie zur Untersuchung der Pharmakokinetik von Voriconazol nach einmaliger und wiederholter Gabe von 2x4mg/kg pro Tag bei niereninsuffizienten Patienten mit Geniusdialyse- oder CVVH-Therapie unter besonderer Berücksichtigung einer möglichen Kumulation des Lösungsvermittlers SBECD",14-08-2007,NA,other,protocol
1259,2007-000242-12," Monozentrische, prospektiv durchgeführte Studie zur Untersuchung der Pharmakokinetik von Voriconazol nach einmaliger und wiederholter Gabe von 2x4mg/kg pro Tag bei niereninsuffizienten Patienten mit Geniusdialyse- oder CVVH-Therapie unter besonderer Berücksichtigung einer möglichen Kumulation des Lösungsvermittlers SBECD",14-08-2007,NA,US NCT number,results
1260,2007-000242-12," Monozentrische, prospektiv durchgeführte Studie zur Untersuchung der Pharmakokinetik von Voriconazol nach einmaliger und wiederholter Gabe von 2x4mg/kg pro Tag bei niereninsuffizienten Patienten mit Geniusdialyse- oder CVVH-Therapie unter besonderer Berücksichtigung einer möglichen Kumulation des Lösungsvermittlers SBECD",14-08-2007,NA,ISRCTN number,results
1261,2007-000259-33, Perioperative protective effects of lidocaine - clinical study on the route and timing of administration,01-02-2007,NCT00413127,US NCT number,protocol
1262,2007-000259-33, Perioperative protective effects of lidocaine - clinical study on the route and timing of administration,01-02-2007,NA,other,protocol
1263,2007-000259-33, Perioperative protective effects of lidocaine - clinical study on the route and timing of administration,01-02-2007,NA,US NCT number,results
1264,2007-000259-33, Perioperative protective effects of lidocaine - clinical study on the route and timing of administration,01-02-2007,NA,ISRCTN number,results
1265,2007-000353-65," Weight gain, eating patterns, and development of body composition during initiation of basal insulin therapy: a comparison of insulin detemir and insulin glargine",13-08-2007,NA,US NCT number,protocol
1266,2007-000353-65," Weight gain, eating patterns, and development of body composition during initiation of basal insulin therapy: a comparison of insulin detemir and insulin glargine",13-08-2007,NA,other,protocol
1267,2007-000353-65," Weight gain, eating patterns, and development of body composition during initiation of basal insulin therapy: a comparison of insulin detemir and insulin glargine",13-08-2007,NA,US NCT number,results
1268,2007-000353-65," Weight gain, eating patterns, and development of body composition during initiation of basal insulin therapy: a comparison of insulin detemir and insulin glargine",13-08-2007,NA,ISRCTN number,results
1269,2007-000390-31," Application of hypertonic hyperoncotic solutions for improvement of cardiac output after open heart surgery in children - monocentric, randomised, placebo controlled, double-blind clinical trial (phase IV)",28-07-2009,NA,US NCT number,protocol
1270,2007-000390-31," Application of hypertonic hyperoncotic solutions for improvement of cardiac output after open heart surgery in children - monocentric, randomised, placebo controlled, double-blind clinical trial (phase IV)",28-07-2009,NA,other,protocol
1271,2007-000390-31," Application of hypertonic hyperoncotic solutions for improvement of cardiac output after open heart surgery in children - monocentric, randomised, placebo controlled, double-blind clinical trial (phase IV)",28-07-2009,NA,US NCT number,results
1272,2007-000390-31," Application of hypertonic hyperoncotic solutions for improvement of cardiac output after open heart surgery in children - monocentric, randomised, placebo controlled, double-blind clinical trial (phase IV)",28-07-2009,NA,ISRCTN number,results
1273,2007-000410-37, Determination of glomerular filtration rate (GFR) using MR nephrography in patients with chronic kidney disease.,15-05-2007,NA,US NCT number,protocol
1274,2007-000410-37, Determination of glomerular filtration rate (GFR) using MR nephrography in patients with chronic kidney disease.,15-05-2007,NA,other,protocol
1275,2007-000410-37, Determination of glomerular filtration rate (GFR) using MR nephrography in patients with chronic kidney disease.,15-05-2007,NA,US NCT number,results
1276,2007-000410-37, Determination of glomerular filtration rate (GFR) using MR nephrography in patients with chronic kidney disease.,15-05-2007,NA,ISRCTN number,results
1277,2007-000443-99," Comparison of the sequential maintenance therapy with Mycophenolat and Prednisolon to standard therapy after completed induction therapy – a multicenter, randomised, phase III intervention study for progressive IgA-Nephritis ",13-11-2008,NA,US NCT number,protocol
1278,2007-000443-99," Comparison of the sequential maintenance therapy with Mycophenolat and Prednisolon to standard therapy after completed induction therapy – a multicenter, randomised, phase III intervention study for progressive IgA-Nephritis ",13-11-2008,NA,other,protocol
1279,2007-000443-99," Comparison of the sequential maintenance therapy with Mycophenolat and Prednisolon to standard therapy after completed induction therapy – a multicenter, randomised, phase III intervention study for progressive IgA-Nephritis ",13-11-2008,NA,US NCT number,results
1280,2007-000443-99," Comparison of the sequential maintenance therapy with Mycophenolat and Prednisolon to standard therapy after completed induction therapy – a multicenter, randomised, phase III intervention study for progressive IgA-Nephritis ",13-11-2008,NA,ISRCTN number,results
1281,2007-000460-24, Bi-weekly Cetuximab combined with FOLFOX-6 as first-line treatment in metastatic colorectal cancer patients with wild-type k-ras status,21-11-2008,NA,US NCT number,protocol
1282,2007-000460-24, Bi-weekly Cetuximab combined with FOLFOX-6 as first-line treatment in metastatic colorectal cancer patients with wild-type k-ras status,21-11-2008,NA,other,protocol
1283,2007-000460-24, Bi-weekly Cetuximab combined with FOLFOX-6 as first-line treatment in metastatic colorectal cancer patients with wild-type k-ras status,21-11-2008,NCT01051167,US NCT number,results
1284,2007-000460-24, Bi-weekly Cetuximab combined with FOLFOX-6 as first-line treatment in metastatic colorectal cancer patients with wild-type k-ras status,21-11-2008,NA,ISRCTN number,results
1285,2007-000479-40, Effects of quetiapine on ultrastructural hippocampal and neurochemical changes in patients with bipolar disorder: searching for the antidepressant and mood stabilising neurophysiology,26-02-2009,NA,US NCT number,protocol
1286,2007-000479-40, Effects of quetiapine on ultrastructural hippocampal and neurochemical changes in patients with bipolar disorder: searching for the antidepressant and mood stabilising neurophysiology,26-02-2009,NA,other,protocol
1287,2007-000479-40, Effects of quetiapine on ultrastructural hippocampal and neurochemical changes in patients with bipolar disorder: searching for the antidepressant and mood stabilising neurophysiology,26-02-2009,NA,US NCT number,results
1288,2007-000479-40, Effects of quetiapine on ultrastructural hippocampal and neurochemical changes in patients with bipolar disorder: searching for the antidepressant and mood stabilising neurophysiology,26-02-2009,NA,ISRCTN number,results
1289,2007-000501-29, Low grade albuminuria: reaching a new target for irbesartan,30-05-2008,NA,US NCT number,protocol
1290,2007-000501-29, Low grade albuminuria: reaching a new target for irbesartan,30-05-2008,NA,other,protocol
1291,2007-000501-29, Low grade albuminuria: reaching a new target for irbesartan,30-05-2008,NA,US NCT number,results
1292,2007-000501-29, Low grade albuminuria: reaching a new target for irbesartan,30-05-2008,NA,ISRCTN number,results
1293,2007-000502-70, An open-label phase I/II (proof of concept) trial of an combination of Nilotinib (AMN 107) and RAD001 in patients with acute myeloid leukemia,14-12-2007,NA,US NCT number,protocol
1294,2007-000502-70, An open-label phase I/II (proof of concept) trial of an combination of Nilotinib (AMN 107) and RAD001 in patients with acute myeloid leukemia,14-12-2007,NA,other,protocol
1295,2007-000502-70, An open-label phase I/II (proof of concept) trial of an combination of Nilotinib (AMN 107) and RAD001 in patients with acute myeloid leukemia,14-12-2007,NA,US NCT number,results
1296,2007-000502-70, An open-label phase I/II (proof of concept) trial of an combination of Nilotinib (AMN 107) and RAD001 in patients with acute myeloid leukemia,14-12-2007,NA,ISRCTN number,results
1297,2007-000506-78," Monozentrische, prospektive, offene Studie zur Untersuchung der „steady state“-Pharmakokinetik von Tigecyclin im Plasma, im ELF und in Alveolarmakrophagen bei Intensivpatienten mit tiefer Atemwegsinfektion.",15-03-2007,NA,US NCT number,protocol
1298,2007-000506-78," Monozentrische, prospektive, offene Studie zur Untersuchung der „steady state“-Pharmakokinetik von Tigecyclin im Plasma, im ELF und in Alveolarmakrophagen bei Intensivpatienten mit tiefer Atemwegsinfektion.",15-03-2007,NA,other,protocol
1299,2007-000506-78," Monozentrische, prospektive, offene Studie zur Untersuchung der „steady state“-Pharmakokinetik von Tigecyclin im Plasma, im ELF und in Alveolarmakrophagen bei Intensivpatienten mit tiefer Atemwegsinfektion.",15-03-2007,NA,US NCT number,results
