nct_id,ctgov_group_code,time_frame,event_type,default_vocab,default_assessment,subjects_affected,subjects_at_risk,description,event_count,adverse_event_term,frequency_threshold,vocab,assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Feeling cold,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Feeling cold,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,4,434,NA,4,Generalised oedema,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,3,222,NA,3,Generalised oedema,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Hyperthermia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,2,222,NA,2,Hyperthermia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Implant site pain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Implant site pain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,2,Infusion site erythema,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Infusion site erythema,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,4,434,NA,4,Infusion site haemorrhage,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,3,222,NA,3,Infusion site haemorrhage,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Infusion site oedema,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Infusion site oedema,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Injection site extravasation,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Injection site extravasation,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Local swelling,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Local swelling,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Malaise,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Malaise,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Mass,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Mass,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Non-cardiac chest pain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Non-cardiac chest pain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,23,434,NA,29,Oedema peripheral,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,13,222,NA,15,Oedema peripheral,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,30,434,NA,32,Pain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,14,222,NA,16,Pain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Pitting oedema,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Pitting oedema,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,3,434,NA,3,Puncture site haemorrhage,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Puncture site haemorrhage,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,35,434,NA,36,Pyrexia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,31,222,NA,32,Pyrexia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Swelling,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Swelling,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Systemic inflammatory response syndrome,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Systemic inflammatory response syndrome,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Vessel puncture site bruise,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Vessel puncture site bruise,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,15,434,NA,15,Vessel puncture site haematoma,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Vessel puncture site haematoma,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,2,434,NA,2,Vessel puncture site haemorrhage,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Vessel puncture site haemorrhage,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Cholecystitis acute,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Cholecystitis acute,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Hepatomegaly,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Hepatomegaly,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Drug hypersensitivity,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Drug hypersensitivity,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Hypersensitivity,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Hypersensitivity,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Abdominal wall abscess,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Abdominal wall abscess,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Abscess limb,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Abscess limb,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,3,434,NA,3,Bacteraemia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Bacteraemia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,4,434,NA,4,Bronchitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,4,222,NA,4,Bronchitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Bronchitis acute,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Bronchitis acute,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,4,434,NA,4,Candidiasis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Candidiasis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,3,434,NA,3,Cellulitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Cellulitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Chest wall abscess,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Chest wall abscess,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,4,434,NA,4,Clostridial infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,3,222,NA,3,Clostridial infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,2,434,NA,2,Clostridium difficile colitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Clostridium difficile colitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Cystitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Cystitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Diarrhoea infectious,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Diarrhoea infectious,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Enterococcal infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Enterococcal infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,2,434,NA,2,Eye infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,2,222,NA,2,Eye infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,5,434,NA,5,Fungal infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Fungal infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,2,434,NA,2,Fungal skin infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Fungal skin infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Gastroenteritis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Gastroenteritis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Herpes simplex,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Herpes simplex,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,3,434,NA,3,Herpes zoster,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Herpes zoster,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Infusion site infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Infusion site infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Lobar pneumonia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Lobar pneumonia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Lower respiratory tract infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Lower respiratory tract infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Lymphadenitis bacterial,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Lymphadenitis bacterial,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Nail infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Nail infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,2,434,NA,2,Nasopharyngitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Nasopharyngitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Onychomycosis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Onychomycosis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,16,434,NA,16,Oral candidiasis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,6,222,NA,6,Oral candidiasis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Oral fungal infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Oral fungal infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Orchitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Orchitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,36,434,NA,39,Pneumonia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,8,222,NA,8,Pneumonia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Pneumonia staphylococcal,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Pneumonia staphylococcal,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Pneumonia streptococcal,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Pneumonia streptococcal,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,6,434,NA,6,Respiratory tract infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Respiratory tract infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,3,434,NA,3,Sepsis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Sepsis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,7,434,NA,7,Sinusitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,2,222,NA,2,Sinusitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,2,434,NA,2,Skin infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,2,222,NA,2,Skin infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Staphylococcal bacteraemia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Staphylococcal bacteraemia,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Staphylococcal infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,3,222,NA,3,Staphylococcal infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Staphylococcal sepsis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Staphylococcal sepsis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Subacute endocarditis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Subacute endocarditis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Tooth abscess,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Tooth abscess,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Tracheobronchitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Tracheobronchitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,2,434,NA,2,Upper respiratory tract infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Upper respiratory tract infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,90,434,NA,104,Urinary tract infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,46,222,NA,51,Urinary tract infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Urinary tract infection bacterial,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Urinary tract infection bacterial,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Urosepsis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Urosepsis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Vaginal candidiasis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Vaginal candidiasis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Vaginal infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Vaginal infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Vulvovaginal mycotic infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Vulvovaginal mycotic infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Wound infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Wound infection,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Wound infection bacterial,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Wound infection bacterial,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Alcohol poisoning,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Alcohol poisoning,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,2,434,NA,2,Brain herniation,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Brain herniation,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Conjunctival abrasion,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Conjunctival abrasion,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Contrast media reaction,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Contrast media reaction,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,26,434,NA,30,Contusion,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,9,222,NA,12,Contusion,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Device lead damage,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Device lead damage,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Difficult to wean from ventilator,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Difficult to wean from ventilator,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Drug administration error,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Drug administration error,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Epicondylitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Epicondylitis,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,3,434,NA,4,Excoriation,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,2,222,NA,2,Excoriation,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,13,434,NA,15,Fall,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,18,222,NA,18,Fall,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Feeding tube complication,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,2,Feeding tube complication,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Haematuria traumatic,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Haematuria traumatic,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Hand fracture,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Hand fracture,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,5,434,NA,5,Incision site complication,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,2,222,NA,3,Incision site complication,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Incision site oedema,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Incision site oedema,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Intubation complication,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Intubation complication,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Joint dislocation,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Joint dislocation,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Joint sprain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Joint sprain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Laceration,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Laceration,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,2,434,NA,2,Medication error,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Medication error,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Mouth injury,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Mouth injury,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Muscle strain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Muscle strain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Pacemaker complication,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Pacemaker complication,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Periorbital haematoma,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Periorbital haematoma,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Post procedural haematoma,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Post procedural haematoma,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Post procedural haematuria,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Post procedural haematuria,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,4,434,NA,4,Post procedural haemorrhage,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,1,222,NA,1,Post procedural haemorrhage,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Post-traumatic pain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Post-traumatic pain,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Procedural complication,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Procedural complication,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Procedural hypertension,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Procedural hypertension,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Renal injury,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Renal injury,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Rib fracture,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,2,222,NA,2,Rib fracture,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Skin injury,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Skin injury,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,8,434,NA,9,Skin laceration,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Skin laceration,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,1,434,NA,1,Stress fracture,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG001,NA,other,NA,NA,0,222,NA,0,Stress fracture,0,MedDRA 10.X,Systematic Assessment
NCT00359424,EG000,NA,other,NA,NA,0,434,NA,0,Tracheostomy malfunction,0,MedDRA 10.X,Systematic Assessment
