"id";"pmid";"doi";"any paper";"publication_found";"publication_date";"comments_from_doublecheck";"last_update_submitted_date";"registration_date";"summary_results_date";"study_type";"phase";"enrollment";"recruitment_status";"title";"start_date";"completion_date";"primary_completion_date";"has_summary_results";"allocation";"masking";"main_sponsor";"is_multicentric";"principal_investigator_1";"principal_investigator_2";"principal_investigator_3";"study_chair_1";"study_chair_2";"study_director_1";"study_director_2";"unspecified_official";"sub_investigator";"registration_year";"start_year";"completion_year";"primary_completion_year";"affiliation";"initial_doublecheck";"main_sample_rater";"publication_type";"has_reg_pub_link";"color_green_only";"color";"issn";"journal";"publisher";"publication_date_unpaywall";"has_followup_2y";"has_followup_2y_pub";"has_followup_2y_sumres";"has_followup_5y";"has_followup_5y_pub";"has_followup_5y_sumres";"is_summary_results_5y";"is_summary_results_2y";"is_publication_2y";"is_publication_5y";"has_publication";"has_pubmed";"has_ft";"ft_source";"ft_doi.x";"pub_title";"journal_pubmed";"ppub_date";"epub_date";"citation";"registry";"has_trn_secondary_id";"has_trn_abstract";"has_trn_ft";"ft_doi.y"
"NCT01559857";"26731446";"10.1016/j.clim.2018.01.011";1;1;2016-01-01;NA;2017-03-30;2012-03-16;2016-10-19;"Interventional";"Phase 4";37;"Completed";"Pioglitazone in Patients With Mood Disorders";2011-11-01;2014-06-01;2014-01-01;TRUE;"Randomized";"Quadruple";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2012;2011;2014;2014;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"green";"green";"1521-6616";"Clinical Immunology";"Elsevier BV";2018-08-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Telomere length as a predictor of response to Pioglitazone in patients with unremitted depression: a preliminary study";"Translational psychiatry";"2016-Jan-05";"2016-01-05";"Rasgon et al. (2016) Telomere length as a predictor of response to Pioglitazone in patients with unremitted depression: a preliminary study";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT02199028";"27222506";"10.1371/journal.pone.0231984";1;1;2016-05-23;"not the planned intervention (hyaluronidase treatment)";2019-09-24;2014-01-28;2016-11-03;"Interventional";"Phase 1";30;"Completed";"Hyaluronidase Effect on Infusion Set Life";2014-07-01;2015-03-01;2015-03-01;TRUE;"Randomized";"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2015;2015;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"gold";"gold";"1932-6203";"PLOS ONE";"Public Library of Science (PLoS)";2020-04-29;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Continuous Glucose Sensor Survival and Accuracy Over 14 Consecutive Days";"Diabetes care";"2016-08";"2016-05-23";"DeSalvo et al. (2016) Continuous Glucose Sensor Survival and Accuracy Over 14 Consecutive Days";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT01549652";"29278818";"10.1016/j.ctarc.2020.100174";1;1;2017-08-14;NA;2019-01-02;2012-02-13;2016-11-16;"Interventional";"Not Applicable";133;"Completed";"5HT3 Antagonists to Treat Opioid Withdrawal and to Prevent the Progression of Physical Dependence";2011-04-01;2016-10-01;2015-04-01;TRUE;"Randomized";"Triple";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2012;2011;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"gold";"gold";"2468-2942";"Cancer Treatment and Research Communications";"Elsevier BV";2020-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Ondansetron does not prevent physical dependence in patients taking opioid medications chronically for pain control";"Drug and alcohol dependence";"2018-02-01";"2017-08-14";"Chu et al. (2018) Ondansetron does not prevent physical dependence in patients taking opioid medications chronically for pain control";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT02192684";"27544837";"10.1089/dia.2017.0346";1;1;2016-06-21;NA;2017-03-14;2014-07-07;2016-11-18;"Interventional";"Not Applicable";45;"Completed";"Obesity, Sleep Apnea, and Insulin Resistance";2010-09-01;2015-03-01;2014-07-01;TRUE;"Randomized";"Single";"OTHER";TRUE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2014;2010;2015;2015;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"bronze";"green";"1520-9156,1557-8593";"Diabetes Technology &amp; Therapeutics";"Mary Ann Liebert Inc";2018-04-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Does enhanced insulin sensitivity improve sleep measures in patients with obstructive sleep apnea: a randomized, placebo-controlled pilot study";"Sleep medicine";"2016-06";"2016-06-21";"Liu et al. (2016) Does enhanced insulin sensitivity improve sleep measures in patients with obstructive sleep apnea: a randomized, placebo-controlled pilot study";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT00956085";"27249077";"10.1037/pag0000428";1;1;2016-05-01;NA;2017-06-20;2009-08-10;2016-11-29;"Interventional";"Phase 2";12;"Completed";"Memantine Augmentation in Treatment-Resistant Adults With Obsessive-Compulsive Disorder";2009-08-01;2015-12-01;2015-12-01;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2009;2009;2015;2015;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"bronze";"green";"1939-1498,0882-7974";"Psychology and Aging";"American Psychological Association (APA)";2021-02-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Open-Label trial on the effects of memantine in adults with obsessive-compulsive disorder after a single ketamine infusion";"The Journal of clinical psychiatry";"2016-05";NA;"Rodriguez et al. (2016) Open-Label trial on the effects of memantine in adults with obsessive-compulsive disorder after a single ketamine infusion";"ClinicalTrials.gov";TRUE;FALSE;NA;FALSE
"NCT02037438";"25409112";"10.1182/bloodadvances.2017012104";1;1;2015-02-01;NA;2018-11-02;2014-01-14;2016-12-01;"Interventional";"Not Applicable";1836;"Completed";"Sustainable Methods, Algorithms, and Research Tools for Delivering Optimal Care Study";2014-01-01;2016-05-01;2016-05-01;TRUE;"Randomized";"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"bronze";"green";"2473-9529,2473-9537";"Blood Advances";"American Society of Hematology";2018-03-23;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"SMART DOCS: a new patient-centered outcomes and coordinated-care management approach for the future practice of sleep medicine";"Sleep";"2015-Feb-01";"2015-02-01";"Kushida et al. (2015) SMART DOCS: a new patient-centered outcomes and coordinated-care management approach for the future practice of sleep medicine";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01396070";"26195720";"10.1007/s11060-018-2854-0";1;1;2015-07-20;NA;2017-02-17;2011-07-14;2016-12-28;"Interventional";"Phase 2";36;"Completed";"Brentuximab Vedotin (SGN-35) in Patients With Mycosis Fungoides With Variable CD30 Expression Level";2011-05-01;2016-05-01;2015-04-01;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"hybrid";"hybrid";"0167-594X,1573-7373";"Journal of Neuro-Oncology";"Springer Science and Business Media LLC";2018-04-06;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Phase II Investigator-Initiated Study of Brentuximab Vedotin in Mycosis Fungoides and Sézary Syndrome With Variable CD30 Expression Level: A Multi-Institution Collaborative Project";"Journal of clinical oncology : official journal of the American Society of Clinical Oncology";"2015-Nov-10";"2015-07-20";"Kim et al. (2015) Phase II Investigator-Initiated Study of Brentuximab Vedotin in Mycosis Fungoides and Sézary Syndrome With Variable CD30 Expression Level: A Multi-Institution Collaborative Project";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT01355705";"29802551";"10.1245/s10434-018-6453-2";1;1;2018-05-25;NA;2018-09-17;2011-05-16;2017-01-11;"Interventional";"Phase 1/Phase 2";14;"Completed";"Phase 1-2 Amrubicin in Combo With Lenalidomide + Weekly Dexamethasone in Relapsed/Refractory Multiple Myeloma";2011-08-01;2017-07-01;2016-07-01;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2017;2017;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"green";"green";"1068-9265,1534-4681";"Annals of Surgical Oncology";"Springer Science and Business Media LLC";2018-04-17;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A phase I, open-label, dose-escalation study of amrubicin in combination with lenalidomide and weekly dexamethasone in previously treated adults with relapsed or refractory multiple myeloma";"International journal of hematology";"2018-Sep";"2018-05-25";"Dinner et al. (2018) A phase I, open-label, dose-escalation study of amrubicin in combination with lenalidomide and weekly dexamethasone in previously treated adults with relapsed or refractory multiple myeloma";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01449279";"27681753";"10.1177/2036361318771771";1;1;2016-07-15;NA;2020-02-14;2011-10-05;2017-01-20;"Interventional";"Phase 2";22;"Completed";"Pilot Ipilimumab in Stage IV Melanoma Receiving Palliative Radiation Therapy";2011-10-01;2016-12-01;2015-12-31;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2011;2011;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"gold";"gold";"2036-3613,2036-3613";"Rare Tumors";"SAGE Publications";2018-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"A Prospective Clinical Trial Combining Radiation Therapy With Systemic Immunotherapy in Metastatic Melanoma";"International journal of radiation oncology, biology, physics";"2016-11-01";"2016-07-15";"Hiniker et al. (2016) A Prospective Clinical Trial Combining Radiation Therapy With Systemic Immunotherapy in Metastatic Melanoma";NA;FALSE;FALSE;FALSE;NA
"NCT02488070";"26659347";"10.1542/peds.2020-049866";1;1;2015-12-10;NA;2018-02-20;2015-06-26;2017-01-23;"Interventional";"Phase 1/Phase 2";10;"Completed";"68Ga-PSMA PET/CT or PET/MRI in Evaluating Patients With Recurrent Prostate Cancer";2015-06-01;2016-08-01;2015-08-01;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford Cancer Institute";NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"green";"green";"0031-4005,1098-4275";"Pediatrics";"American Academy of Pediatrics (AAP)";2021-05-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Pilot Comparison of ⁶⁸Ga-RM2 PET and ⁶⁸Ga-PSMA-11 PET in Patients with Biochemically Recurrent Prostate Cancer";"Journal of nuclear medicine : official publication, Society of Nuclear Medicine";"2016-Apr";"2015-12-10";"Minamimoto et al. (2016) Pilot Comparison of ⁶⁸Ga-RM2 PET and ⁶⁸Ga-PSMA-11 PET in Patients with Biochemically Recurrent Prostate Cancer";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT02272725";"28679502";"10.1016/S2213-8587(21)00084-X";1;1;2017-07-05;NA;2018-11-21;2014-10-09;2017-01-24;"Interventional";"Phase 3";91;"Completed";"Non-steroidal Anti-inflammatory Affect on Kidneys in Endurance Distances";2015-03-01;2017-01-01;2016-03-01;TRUE;"Randomized";"Double";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;2017;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"green";"green";"2213-8587";"The Lancet Diabetes &amp; Endocrinology";"Elsevier BV";2021-06-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"Ibuprofen versus placebo effect on acute kidney injury in ultramarathons: a randomised controlled trial";"Emergency medicine journal : EMJ";"2017-Oct";"2017-07-05";"Lipman et al. (2017) Ibuprofen versus placebo effect on acute kidney injury in ultramarathons: a randomised controlled trial";"ClinicalTrials.gov";TRUE;TRUE;NA;FALSE
"NCT01631331";"24929884";"10.1016/j.ebcr.2018.03.004";1;1;2014-06-11;NA;2017-11-06;2012-06-25;2017-02-02;"Interventional";"Early Phase 1";15;"Completed";"Vismodegib in Treating Patients With Basal Cell Carcinoma (BCC)";2012-06-01;2016-05-31;2015-09-17;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"gold";"gold";"2213-3232";"Epilepsy & Behavior Case Reports";"Elsevier BV";2018-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"An investigator-initiated open-label clinical trial of vismodegib as a neoadjuvant to surgery for high-risk basal cell carcinoma";"Journal of the American Academy of Dermatology";"2014-Nov";"2014-06-11";"Ally et al. (2014) An investigator-initiated open-label clinical trial of vismodegib as a neoadjuvant to surgery for high-risk basal cell carcinoma";NA;FALSE;FALSE;FALSE;NA
"NCT02440308";"26659347";"10.1038/s41390-021-01778-y";1;1;2015-12-10;NA;2017-02-28;2015-05-01;2017-02-28;"Interventional";"Phase 2";10;"Completed";"68Ga-DOTA-Bombesin PET/MRI in Imaging Patients With Prostate Cancer";2015-04-01;2015-06-30;2015-06-30;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University Hospitals and Clinics";NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2015;2015;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"closed";"closed";"0031-3998,1530-0447";"Pediatric Research";"Springer Science and Business Media LLC";2021-10-22;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Pilot Comparison of ⁶⁸Ga-RM2 PET and ⁶⁸Ga-PSMA-11 PET in Patients with Biochemically Recurrent Prostate Cancer";"Journal of nuclear medicine : official publication, Society of Nuclear Medicine";"2016-Apr";"2015-12-10";"Minamimoto et al. (2016) Pilot Comparison of ⁶⁸Ga-RM2 PET and ⁶⁸Ga-PSMA-11 PET in Patients with Biochemically Recurrent Prostate Cancer";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT02267629";"27903098";"10.1016/j.jpeds.2018.08.079";1;1;2016-12-01;NA;2017-06-20;2014-10-14;2017-03-30;"Interventional";"Phase 2";7;"Completed";"Open Label Trial of Rapastinel (Formerly GLYX-13) in Individuals With Obsessive-Compulsive Disorder";2014-10-01;2016-02-01;2016-02-01;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"green";"green";"0022-3476";"The Journal of Pediatrics";"Elsevier BV";2019-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Effect of a Novel NMDA Receptor Modulator, Rapastinel (Formerly GLYX-13), in OCD: Proof of Concept";"The American journal of psychiatry";"2016-12-01";NA;"Rodriguez et al. (2016) Effect of a Novel NMDA Receptor Modulator, Rapastinel (Formerly GLYX-13), in OCD: Proof of Concept";NA;FALSE;FALSE;FALSE;NA
"NCT01827462";"29410330";"10.1176/appi.ps.201900447";1;1;2018-02-02;NA;2017-06-09;2013-04-04;2017-03-30;"Interventional";"Phase 4";136;"Completed";"Comparison of Immune Responses to Influenza Vaccine In Adults of Different Ages (SLVP015 2007-2017)";2007-10-01;2017-03-01;2015-12-01;TRUE;"Non-Randomized";"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2013;2007;2017;2017;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"bronze";"green";"1075-2730,1557-9700";"Psychiatric Services";"American Psychiatric Association Publishing";2020-04-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Plasmablast antibody repertoires in elderly influenza vaccine responders exhibit restricted diversity but increased breadth of binding across influenza strains";"Clinical immunology (Orlando, Fla.)";"2018-08";"2018-02-02";"Ju et al. (2018) Plasmablast antibody repertoires in elderly influenza vaccine responders exhibit restricted diversity but increased breadth of binding across influenza strains";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT02533726";"27053145";"10.1186/s12905-017-0422-y";1;1;2016-04-06;NA;2017-09-13;2015-08-17;2017-04-21;"Interventional";"Not Applicable";1312;"Completed";"Optimal Patient Turning for Reducing Hospital Acquired Pressure Ulcers";2015-08-01;2016-02-01;2016-02-01;TRUE;"Randomized";"None (Open Label)";"OTHER";FALSE;"Stanford Health Care";NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"gold";"gold";"1472-6874";"BMC Women's Health";"Springer Science and Business Media LLC";2017-08-22;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Evaluating optimal patient-turning procedures for reducing hospital-acquired pressure ulcers (LS-HAPU): study protocol for a randomized controlled trial";"Trials";"2016-Apr-06";"2016-04-06";"Pickham et al. (2016) Evaluating optimal patient-turning procedures for reducing hospital-acquired pressure ulcers (LS-HAPU): study protocol for a randomized controlled trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02643862";"29242014";"10.1089/dia.2019.0018";1;1;2017-12-12;NA;2017-12-14;2015-11-24;2017-06-20;"Interventional";"Phase 1/Phase 2";48;"Completed";"Study Using Xolair in Rush Multi Oral Immunotherapy in Multi Food Allergic Patients";2015-03-18;2016-08-20;2016-08-20;TRUE;"Randomized";"Double";"OTHER";FALSE;NA;NA;NA;NA;NA;"Stanford University";NA;NA;NA;2015;2015;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"green";"green";"1520-9156,1557-8593";"Diabetes Technology &amp; Therapeutics";"Mary Ann Liebert Inc";2019-06-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Anti-IgE treatment with oral immunotherapy in multifood allergic participants: a double-blind, randomised, controlled trial";"The lancet. Gastroenterology & hepatology";"2018-02";"2017-12-12";"Andorf et al. (2018) Anti-IgE treatment with oral immunotherapy in multifood allergic participants: a double-blind, randomised, controlled trial";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT01619982";"30995208";"10.1016/j.eclinm.2018.12.006";1;1;2019-05-01;NA;2018-04-16;2012-03-02;2017-06-21;"Interventional";"Phase 4";32;"Completed";"Pre-operative Prophylaxis With Vancomycin and Cefazolin in Pediatric Cardiovascular Surgery Patients";2012-02-01;2014-12-01;2014-12-01;TRUE;"Non-Randomized";"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2014;2014;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"gold";"gold";"2589-5370";"EClinicalMedicine";"Elsevier BV";2019-01-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Pharmacokinetics of Cefazolin and Vancomycin in Infants Undergoing Open-Heart Surgery With Cardiopulmonary Bypass";"Anesthesia and analgesia";"2019-05";NA;"Ingrande et al. (2019) Pharmacokinetics of Cefazolin and Vancomycin in Infants Undergoing Open-Heart Surgery With Cardiopulmonary Bypass";"ClinicalTrials.gov";TRUE;FALSE;FALSE;TRUE
"NCT02312882";"27699252";"10.1182/bloodadvances.2019000152";1;1;2016-09-22;NA;2017-10-04;2014-12-05;2017-09-08;"Interventional";"Not Applicable";40;"Completed";"Tofacitinib for the Treatment of Alopecia Areata and Its Variants";2014-12-01;2015-08-01;2015-08-01;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2014;2014;2015;2015;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"gold";"gold";"2473-9529,2473-9537";"Blood Advances";"American Society of Hematology";2019-07-26;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Safety and efficacy of the JAK inhibitor tofacitinib citrate in patients with alopecia areata";"JCI insight";"2016-09-22";"2016-09-22";"Kennedy Crispin et al. (2016) Safety and efficacy of the JAK inhibitor tofacitinib citrate in patients with alopecia areata";"ClinicalTrials.gov";TRUE;TRUE;FALSE;TRUE
"NCT02626611";"31193674";"10.1016/j.ophtha.2019.05.032";1;1;2019-01-21;NA;2017-12-14;2015-11-24;2017-09-17;"Interventional";"Phase 2";70;"Completed";"Multi Immunotherapy to Test Tolerance and Xolair";2015-12-01;2016-11-16;2016-11-16;TRUE;"Randomized";"Triple";"OTHER";TRUE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2015;2015;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"green";"green";"0161-6420";"Ophthalmology";"Elsevier BV";2019-11-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;NA;FALSE;"A Phase 2 Randomized Controlled Multisite Study Using Omalizumab-facilitated Rapid Desensitization to Test Continued vs Discontinued Dosing in Multifood Allergic Individuals";"EClinicalMedicine";"2019-Jan";"2019-01-21";"Andorf et al. (2019) A Phase 2 Randomized Controlled Multisite Study Using Omalizumab-facilitated Rapid Desensitization to Test Continued vs Discontinued Dosing in Multifood Allergic Individuals";"ClinicalTrials.gov";TRUE;TRUE;NA;FALSE
"NCT01624194";"28696286";"10.1177/1932296819872225";1;1;2017-07-10;NA;2019-07-12;2012-06-18;2017-09-20;"Interventional";"Phase 2";54;"Completed";"Intranasal Oxytocin Treatment for Social Deficits in Children With Autism";2012-06-01;2016-05-01;2016-05-01;TRUE;"Randomized";"Quadruple";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2012;2012;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"bronze";"green";"1932-2968,1932-2968";"Journal of Diabetes Science and Technology";"SAGE Publications";2019-08-30;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Intranasal oxytocin treatment for social deficits and biomarkers of response in children with autism";"Proceedings of the National Academy of Sciences of the United States of America";"2017-07-25";"2017-07-10";"Parker et al. (2017) Intranasal oxytocin treatment for social deficits and biomarkers of response in children with autism";NA;FALSE;FALSE;FALSE;NA
"NCT02604173";"28668540";"10.1001/jamapsychiatry.2019.3483";1;1;2017-06-28;NA;2018-11-21;2015-11-06;2017-09-23;"Interventional";"Phase 3";103;"Completed";"Altitude Sickness Prevention and Efficacy of Comparative Treatments";2016-08-01;2016-09-01;2016-09-01;TRUE;"Randomized";"Triple";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2015;2016;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"bronze";"green";"2168-622X";"JAMA Psychiatry";"American Medical Association (AMA)";2020-02-01;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Budesonide Versus Acetazolamide for Prevention of Acute Mountain Sickness";"The American journal of medicine";"2018-02";"2017-06-28";"Lipman et al. (2018) Budesonide Versus Acetazolamide for Prevention of Acute Mountain Sickness";NA;FALSE;FALSE;FALSE;NA
"NCT02933476";"24976001";"10.1186/s12889-020-8250-7";1;1;2014-06-28;NA;2018-01-22;2016-07-08;2017-12-06;"Interventional";"Not Applicable";6;"Completed";"Vibrotactile Stimulation in Parkinson's Disease";2016-05-01;2016-11-01;2016-11-01;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2016;2016;2016;2016;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"gold";"gold";"1471-2458";"BMC Public Health";"Springer Science and Business Media LLC";2020-01-30;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Coordinated reset neuromodulation for Parkinson's disease: proof-of-concept study";"Movement disorders : official journal of the Movement Disorder Society";"2014-Nov";"2014-06-28";"Adamchic et al. (2014) Coordinated reset neuromodulation for Parkinson's disease: proof-of-concept study";NA;FALSE;FALSE;FALSE;NA
"NCT02310789";"30389955";"10.1093/sleep/zsaa070";1;1;2018-11-02;NA;2018-12-21;2014-09-03;2017-12-12;"Interventional";"Not Applicable";8;"Completed";"(Study: Vertex IIS) Does Ivacaftor Alter Wild Type CFTR-Open Probability In The Sweat Gland Secretory Coil?";2015-07-31;2017-08-23;2016-08-02;TRUE;NA;"None (Open Label)";"OTHER";FALSE;"Stanford University";NA;NA;NA;NA;NA;NA;NA;NA;2014;2015;2017;2017;"Stanford";NA;"First Stanford Sample";"journal publication";TRUE;"bronze";"green";"0161-8105,1550-9109";"Sleep";"Oxford University Press (OUP)";2020-04-10;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;"doi";TRUE;"Sweat rate analysis of ivacaftor potentiation of CFTR in non-CF adults";"Scientific reports";"2018-11-02";"2018-11-02";"Kim et al. (2018) Sweat rate analysis of ivacaftor potentiation of CFTR in non-CF adults";NA;FALSE;FALSE;FALSE;NA
